name,flag_reasons,combined_abs_z,flag_per_field,flag_combined,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,customer_avg_amout_1_day_z,customer_avg_amount_7_day_z,customer_avg_amount_30_day_z,merchant_num_trans_1_day_z,merchant_num_trans_7_day_z,merchant_num_trans_30_day_z,merchant_risk_1_day_z,merchant_risk_7_day_z,merchant_risk_30_day_z,merchant_risk_90_day_z
Jerome Ramsey,customer_avg_amout_1_day;customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_risk_1_day;merchant_risk_90_day;combined_score,36.8820543957228,True,True,59.98428571428571,24.822857142857146,24.061428571428568,3402.844285714285,48843.920000000006,650286.3371428571,4.714285714285714,8.285714285714286,17.571428571428573,35.714285714285715,4.4624537013173375,-6.708801372473099,-4.783675444770434,4.85093499917457,-0.4877498867191485,2.4967031647151487,4.332737939008454,-2.104358395270006,2.500396938603464,4.154242553671137
Susan Clark,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,36.879728877582245,True,True,53.142857142857146,29.278571428571432,20.48857142857143,2718.122857142858,39491.83714285714,593653.0085714285,3.0,5.571428571428571,12.142857142857142,31.142857142857142,2.362111479553486,-5.266051421658721,-6.274097235547306,0.9524579796927584,-3.2207134265329125,1.0136290536011308,-1.7830730821961411,-8.021428097155578,-6.947952902555388,1.0382141990888256
Meghan Hall,customer_avg_amout_1_day;merchant_num_trans_7_day;merchant_risk_7_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,36.65838549335102,True,True,57.935,39.09875,42.56,2763.8687500000005,38532.115000000005,578780.65625,2.75,12.125,20.625,38.0,3.833315902795675,-2.08630037784921,2.9330265819267822,1.212913260625513,-3.50117347643262,0.6241622633619176,-2.6749621894551447,6.265180985686555,7.815093724255314,5.7122567309622925
Alexa Robinson,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,36.19569310197481,True,True,39.76571428571428,26.47714285714286,25.99142857142857,2245.62,42212.60285714286,612843.2585714285,2.7142857142857144,9.0,13.142857142857142,14.857142857142858,-1.744717621427247,-6.173147495255065,-3.978573549792602,-1.7377477789528912,-2.425622791526508,1.516169936835814,-2.802374919063573,-0.5472347895106473,-5.20746740549981,-10.062636814110656
Anna Scott,customer_avg_amout_1_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_7_day;combined_score,36.05125895013366,True,True,30.292857142857144,45.34142857142857,39.06571428571429,1794.5657142857142,21487.69285714285,615295.4971428572,2.0,5.714285714285714,15.0,30.285714285714285,-4.652917511282353,-0.0649355361323212,1.4753809600794303,-4.305835608575263,-8.482072917250242,1.5803874502912372,-5.350629511232155,-7.710003376003705,-1.9751371966823088,0.4539588826046419
Kimberly Peterson,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,35.959470455520105,True,True,31.934545454545457,63.74090909090909,36.264545454545456,1978.0872727272729,44608.25363636363,700866.6181818183,5.363636363636363,11.272727272727272,15.545454545454543,36.54545454545455,-4.148913524393518,5.892773579014653,0.3068699061276854,-3.260951443555633,-1.725540645789721,3.821264288597226,6.649333022798071,4.407249410632773,-1.025781471015631,4.720793163595194
Linda Short,customer_avg_amout_1_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_30_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,35.76194502244926,True,True,27.920000000000005,42.22857142857144,19.805714285714288,1808.1885714285715,48377.53142857144,787801.5857142858,3.4285714285714284,7.857142857142857,11.714285714285714,28.428571428571427,-5.381392856939015,-1.0728714588077044,-6.558951940062038,-4.228273561741246,-0.6240428367037171,6.09785658769415,-0.2541203268949933,-3.0386325587256247,-7.69387525843635,-0.8119276364444222
Charles Rodriguez,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_90_day;combined_score,35.44626850411265,True,True,62.15999999999998,57.63571428571429,28.538571428571423,1389.6985714285715,62137.15142857143,490626.8885714286,3.857142857142857,10.285714285714286,15.285714285714286,39.57142857142857,5.130405508322208,3.915925661914658,-2.916029746132001,-6.610955890358853,3.3969373402384635,-1.6843471239391516,1.274832428406156,2.255587700856203,-1.4778556260949995,6.78339147784996
Jasmine Evans,customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_num_trans_30_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,35.22075742343795,True,True,54.765,51.8425,24.21375,2286.36,39161.55375000001,313304.60125,3.125,11.375,20.125,31.875,2.860114944329609,2.040096313392694,-4.720134371822979,-1.50579366280225,-3.3172322966362837,-6.327939515268342,-1.3371285285666397,4.6302011996392265,6.944850975727525,1.5372656152523991
Peter Drake,customer_avg_amout_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,35.20523231634773,True,True,63.1375,52.77375000000001,32.651250000000005,2162.7675,36056.74625,477238.71375,2.375,6.75,12.25,31.875,5.430501387470662,2.3416329033853605,-1.2004207765507222,-2.209470371205491,-4.224551641990403,-2.034947308911264,-4.012795850343649,-5.452174147652633,-6.761472313585147,1.5372656152523991
Debbie Yang,customer_avg_amout_1_day;customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_30_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,34.91735876408238,True,True,25.874285714285712,57.97428571428571,28.26428571428572,1505.4757142857145,55360.84571428572,390299.7728571429,3.4285714285714284,10.857142857142858,17.714285714285715,35.0,-6.009434214543076,4.025554305179486,-3.0304483722132307,-5.951776095516562,1.4166943575076256,-4.311643659598948,-0.2541203268949933,3.501286585463691,2.7490377238971173,3.6673631232676502
Mark Jackson,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_90_day;combined_score,34.77831164011076,True,True,22.65714285714285,62.94,30.52142857142857,2791.9014285714284,35740.008571428574,528537.5442857143,2.4285714285714284,10.285714285714286,14.714285714285714,37.142857142857146,-6.997108193121526,5.63344107306367,-2.088878428419765,1.3725179533444751,-4.317112041683591,-0.6915693119427933,-3.821676755931007,2.255587700856203,-2.472418767269618,5.128001414478111
Cheyenne Kaiser,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_30_day;combined_score,34.66007670777301,True,True,32.65571428571429,23.747142857142855,29.13714285714286,2282.7057142857143,42115.62857142857,339080.10857142863,2.571428571428572,8.142857142857142,18.0,33.142857142857146,-3.9275122001949834,-7.057115163099333,-2.666334931923479,-1.5265994215901508,-2.4539616323179176,-5.652948506024962,-3.312025837497289,-2.415783116421881,3.2463192944844232,2.401476604218589
Cory Rios,customer_avg_amout_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,34.594134785570105,True,True,33.43444444444444,53.75444444444443,29.08333333333333,2675.486666666666,38674.817777777775,668011.1900000001,2.333333333333333,6.888888888888889,14.22222222222222,38.11111111111112,-3.688439349449679,2.6591794898041767,-2.688781641554,0.7097078599594409,-3.4594713770549483,2.9608692495776907,-4.1614440348868165,-5.149400113199423,-3.328848138836648,5.787993531247281
Julie Gilmore,customer_avg_amout_1_day;customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_7_day;combined_score,34.5814423530322,True,True,63.91,35.76,46.73857142857143,2622.422857142857,31333.834285714285,687148.8914285714,2.2857142857142856,7.285714285714286,14.571428571428571,30.0,5.667661557948592,-3.1673798837155287,4.6761228386330425,0.4075878541253449,-5.604730410432839,3.462034027472503,-4.331327674364723,-4.284331443333112,-2.7210595525632706,0.2592071104432482
David Mcpherson,customer_avg_amout_1_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_num_trans_30_day;merchant_risk_90_day;combined_score,34.57355662652542,True,True,59.72857142857142,45.881428571428565,27.19142857142857,1830.72,72351.37,712348.3657142858,2.7142857142857144,10.428571428571429,16.0,39.0,4.383948531616828,0.1099152113533556,-3.4779920606872152,-4.099990360958305,6.381843202367574,4.121940285316594,-2.802374919063573,2.5670124220080743,-0.2346516996267313,6.393887933527172
Joseph Saunders,customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,34.5650249948295,True,True,42.07750000000001,40.9775,50.19875,2168.95875,63967.8,632158.20875,5.125,8.0,14.375,20.5,-1.034991415461623,-1.4779654855552828,6.119540623513261,-2.1742203485835563,3.931908626993608,2.021976381377872,5.797984329505387,-2.727207837573752,-3.0629406323420443,-6.216289313923117
Joshua Mccormick,customer_avg_amout_1_day;customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_30_day;combined_score,34.19132947845564,True,True,58.12285714285714,39.81,16.837142857142858,2717.37,32886.54857142857,391945.5042857143,5.0,8.857142857142858,18.285714285714285,29.142857142857142,3.8909886950616897,-1.8559992775729317,-7.7972951952536995,0.9481715704350436,-5.150979989759007,-4.268546392722208,5.352039775875886,-0.8586595106625182,3.743600865071729,-0.3250482060409355
Kimberly Warner,customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_risk_7_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,34.18990074068123,True,True,49.318571428571424,47.36857142857144,14.51857142857143,2391.3428571428567,33159.025714285715,469290.8157142857,3.4285714285714284,7.285714285714286,18.285714285714285,19.142857142857142,1.188042544982209,0.5914486191115408,-8.764490143846608,-0.9080713790629222,-5.071353867082768,-2.2430813196056043,-0.2541203268949933,-4.284331443333112,3.743600865071729,-7.141360231689741
Paige Lowe,customer_avg_amout_1_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_num_trans_30_day;merchant_risk_30_day;combined_score,34.18887305382353,True,True,58.35125,53.23500000000001,24.45875,3696.32125,39363.6325,703225.0937499999,2.75,8.625,14.0,27.125,3.96110609174252,2.4909845835293782,-4.617932317797295,6.521852767006333,-3.258178729173575,3.883026401916302,-2.6749621894551447,-1.3647246825343116,-3.715622693737886,-1.7004825969307833
Christopher Holmes,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_num_trans_30_day;combined_score,34.119709747605114,True,True,41.07,63.40142857142858,18.872857142857143,2102.8942857142856,22501.89142857143,691480.7342857142,4.142857142857143,9.142857142857142,17.714285714285715,30.285714285714285,-1.344297398317954,5.782850574222072,-6.948094454807059,-2.5503598778510663,-8.185693195194155,3.5754733070786773,2.29413426527359,-0.2358100683587762,2.7490377238971173,0.4539588826046419
Susan White,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_30_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,33.614600338437256,True,True,35.698571428571434,56.00428571428572,43.69857142857144,1709.7514285714285,53382.79142857144,802494.4757142857,3.571428571428572,7.571428571428571,19.571428571428573,32.285714285714285,-2.9933445383956485,3.387672874537288,3.4079830662327284,-4.788727672389819,0.8386466300433031,6.482623743821351,0.2555305915387242,-3.661482001029369,5.981367932714619,1.817221287734403
Nicole Silva,merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,33.18166526629687,True,True,51.85,41.7975,40.39375,3804.645,68498.05625000001,472268.5775,4.5,9.0,19.375,24.25,1.965199867380529,-1.2124513875214733,2.029372706281326,7.138596500177001,5.25578752609972,-2.16510177072764,3.568261561357879,-0.5472347895106473,5.639486852935842,-3.660172304304815
Shawn Tucker,customer_avg_amount_7_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,33.17789992261497,True,True,46.206,65.329,40.923,2091.1310000000003,60965.303,664319.6300000001,2.1,7.4,13.4,32.5,0.2324723564712313,6.406993731847535,2.250150000538849,-2.617334412482497,3.054487526823081,2.864197250884928,-4.993873868328553,-4.035191666411614,-4.759913991971231,1.9632851168554493
Anthony Nelson,customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_90_day;combined_score,33.09314368460854,True,True,36.43285714285714,36.511428571428574,21.41857142857143,1873.347142857143,38220.83285714285,665487.7571428571,3.142857142857143,9.857142857142858,16.0,41.85714285714285,-2.7679162857360944,-2.9240690552037085,-5.886146581490632,-3.857291754049722,-3.592139602376847,2.8947873498206755,-1.2734221637624252,1.3213135374005864,-0.2346516996267313,8.341405655141115
Crystal Lewis,merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,32.895737013956754,True,True,51.45125,48.15375,40.505,1059.0125,38741.41375000001,630313.16875,3.125,9.0,11.25,35.25,1.842782238929948,0.8456876193412127,2.0757807818338065,-8.493724555590608,-3.440010004998904,1.973659760635394,-1.3371285285666397,-0.5472347895106473,-8.501957810640723,3.837770923908871
Patricia Montgomery,customer_avg_amout_1_day;customer_avg_amount_30_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,32.89358679455459,True,True,34.502,39.022,48.74999999999999,2225.9300000000003,43519.07000000001,691224.389,2.3,7.2,15.3,23.4,-3.3606961034299787,-2.111151849829813,5.515192763228734,-1.849853241569632,-2.043833288382172,3.568760315518073,-4.280362582521351,-4.471186276024235,-1.4529915475656343,-4.239558826484964
Annette Rivas,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_risk_30_day;combined_score,32.87978172871004,True,True,36.50625,28.69,22.0675,2277.0875,45555.89,452524.80625,2.875,8.0,19.5,33.375,-2.7453844248793127,-5.456629485055814,-5.615445222650011,-1.5585868523458637,-1.4486124287945277,-2.6821378824176145,-2.229017635825643,-2.727207837573752,5.857047540067789,2.55971241909972
Rachel Jones,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_30_day;combined_score,32.82608396862503,True,True,68.613,34.352000000000004,33.575,3143.678,62676.253,604331.4149999999,4.9,10.5,17.9,26.3,7.111498815887362,-3.6232870179004095,-0.815077317749805,3.375365859780824,3.554479244162604,1.2932677137620567,4.9952841329722855,2.722724782584009,3.072270744778863,-2.262828339046809
Danielle Kelley,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_30_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,32.79965097675494,True,True,68.79375,33.271249999999995,34.82625,2618.2225,54960.82250000001,844163.5075000001,4.125,11.25,16.0,37.375,7.166989690727346,-3.973231361132168,-0.2931168275472088,0.3836730252449208,1.2997953868267844,7.57382328718983,2.230427900469374,4.3577045686313385,-0.2346516996267313,5.286237229359242
Sharon Parker,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_90_day;combined_score,32.78529349905309,True,True,50.175,66.60375,45.44125,3437.5000000000005,35419.3,615713.34,4.625,9.5,15.5,35.0,1.450969077023855,6.819754825101928,4.134943594830861,5.048248096295637,-4.410832857250425,1.5913296276199245,4.01420611498738,0.5427517345209051,-1.10489444815452,3.6673631232676502
Courtney Garcia,customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_30_day;combined_score,32.77355646004123,True,True,49.5325,27.15375,33.475,3160.25,37579.1875,440747.89375,2.25,8.125,19.25,32.75,1.2537193559467406,-5.954063671768544,-0.8567924418419212,3.469718918515444,-3.7796479246777817,-2.9905434534512176,-4.458740403973152,-2.454711206565864,5.421926165803895,2.1336929174966697
Rhonda Johnson,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,32.6789633888737,True,True,33.252857142857145,33.222857142857144,34.809999999999995,3162.585714285714,41565.0742857143,591692.8314285715,4.285714285714286,8.0,11.857142857142858,22.857142857142858,-3.744187278771452,-3.988900856029196,-0.2998955352121804,3.4830173608994204,-2.614850368285019,0.962297301661068,2.803785183707304,-2.727207837573752,-7.445234473142693,-4.609587193591612
Austin Hale,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_risk_1_day;merchant_risk_90_day;combined_score,32.56684743930372,True,True,68.83833333333332,35.07083333333333,39.96,3114.9949999999994,50195.59416666667,513105.0341666667,5.666666666666667,9.75,14.583333333333334,23.416666666666668,7.180676928182109,-3.3905304518801223,1.848433355531776,3.2120585472243945,-0.0927495138998774,-1.0957051239178517,7.730410728566562,1.0877449965366812,-2.700339487122132,-4.228198306442215
Michelle Wolf,customer_avg_amount_30_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,32.56394313843393,True,True,48.70571428571429,52.52428571428571,45.16714285714285,2911.037142857143,49297.30428571429,757487.0242857143,4.714285714285714,6.714285714285714,14.857142857142858,21.571428571428573,0.9998932835212204,2.2608569462962387,4.020599460042649,2.0508198509664224,-0.355257185220545,5.303999995143953,4.332737939008454,-5.5300303279406,-2.223777981975961,-5.485970168317887
Elizabeth Brooks,customer_avg_amount_30_day;merchant_num_trans_30_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,32.34616076295518,True,True,44.32142857142856,45.69,19.062857142857144,2438.057142857143,49457.70142857143,771102.6585714286,2.2857142857142856,6.428571428571429,13.428571428571429,34.42857142857143,-0.3460975869305003,0.0479310839377988,-6.86883571903204,-0.6421025313833508,-0.3083842532742619,5.660556729930803,-4.331327674364723,-6.152879770244344,-4.710185834912501,3.277859578944863
Madeline Cruz,customer_avg_amount_30_day;merchant_num_trans_7_day;merchant_risk_1_day;merchant_risk_7_day;combined_score,32.30961999250947,True,True,42.25444444444444,51.08666666666667,48.01888888888889,2886.4100000000003,80739.65777777779,468132.65777777776,2.2222222222222223,7.444444444444445,15.11111111111111,28.11111111111111,-0.9806688593327384,1.7953592331928323,5.210208855977492,1.910604653255473,8.833156456144268,-2.273410351918261,-4.557839193668595,-3.9383039753865874,-1.7817499192316897,-1.0283184944015265
Timothy Turner,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_risk_7_day;merchant_risk_30_day;merchant_risk_90_day;combined_score,32.23341664043378,True,True,57.787,28.06900000000001,37.854,2198.7699999999995,40883.485,486870.429,4.3,7.5,19.0,24.4,3.787879391170129,-5.657707844664342,0.9699128421518204,-2.004489319003396,-2.814031523482137,-1.782718667345887,2.854750275550676,-3.817194361605304,4.986804791540001,-3.5579276239200834
Chelsey Day,customer_avg_amount_7_day;customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_risk_30_day;combined_score,32.17861220337948,True,True,49.892,55.291,17.6,1692.263,37355.59999999999,535016.346,2.7,7.9,13.3,29.9,1.364087098712844,3.156712614697073,-7.479068391465274,-4.888298438029222,-3.8449870041953913,-0.521906971129123,-2.8533400109069444,-2.9452051423800616,-4.933962541676789,0.1910439901867591
Elizabeth Hamilton,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,32.15303320303593,True,True,31.74272727272727,29.5,33.64090909090909,2992.9572727272725,54834.62,610224.0845454546,2.5454545454545454,7.454545454545454,16.90909090909091,41.45454545454545,-4.207802369313606,-5.194353363827293,-0.7875832586890937,2.5172339726888464,1.2629151713280589,1.447580834121766,-3.4046896408488747,-3.916284045608173,1.347607843151068,8.066982703459152
Jennifer Martinez,customer_avg_amout_1_day;merchant_num_trans_1_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,32.0481086702608,True,True,59.138,50.85499999999999,33.588,3187.879,55453.998,603585.7679999999,1.3,6.0,14.2,30.6,4.202641061481692,1.7203461038702672,-0.8096543516178307,3.627025258111075,1.443916293454548,1.2737412301591184,-7.847919011557363,-7.087153933699961,-3.367525594326772,0.6681858319821774
Casey Hayden,customer_avg_amount_30_day;merchant_num_trans_1_day;merchant_num_trans_30_day;merchant_risk_7_day;merchant_risk_30_day;combined_score,31.936372565762422,True,True,38.5,37.49222222222222,21.276666666666667,3892.135555555554,52269.31555555556,745272.271111111,3.333333333333333,7.777777777777778,14.11111111111111,30.77777777777778,-2.133296282626405,-2.6064903459991218,-5.945342329011824,7.6367259671730015,0.5132550557919617,4.984128557884993,-0.5938876058508029,-3.2116462926988865,-3.522235416287267,0.7893647124381558
Brandon Rich,customer_avg_amout_1_day;customer_avg_amount_7_day;merchant_num_trans_1_day;merchant_num_trans_7_day;merchant_num_trans_30_day;merchant_risk_90_day;combined_score,31.89518388348745,True,True,64.8125,59.75625,30.8225,1906.75,36097.74875,354550.08875,3.25,8.75,16.125,23.375,5.944732177827336,4.602550207679353,-1.963286108385289,-3.6671118275529744,-4.212569462271408,-5.247831454263661,-0.8911839749371379,-1.092228051526423,-0.0170910124947841,-4.256599606549085
Brittany Hutchinson,customer_avg_amount_7_day;merchant_risk_1_day;merchant_risk_7_day;merchant_risk_90_day;combined_score,31.86002375726428,True,True,38.12083333333333,72.00166666666667,40.66416666666667,2194.9058333333337,46459.9725,581174.6641666667,5.583333333333333,11.0,16.083333333333332,35.0,-2.2497017600454545,8.567587721457619,2.1421773543470897,-2.026490039764939,-1.18441197770501,0.6868548730419635,7.433114359480226,3.812711306615562,-0.0896112415387686,3.6673631232676502
