name,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,combined_anomaly_score,per_field_anomaly,combined_anomaly,is_anomaly,customer_avg_amout_1_day_z,customer_avg_amount_7_day_z,customer_avg_amount_30_day_z,merchant_num_trans_1_day_z,merchant_num_trans_7_day_z,merchant_num_trans_30_day_z,merchant_risk_1_day_z,merchant_risk_7_day_z,merchant_risk_30_day_z,merchant_risk_90_day_z
Aaron Gregory,45.19865489130434,45.454850543478244,35.778410326086956,2547.1209103260867,50304.50797554346,553555.8351222825,3.3831521739130435,9.224184782608695,16.153532608695652,29.52445652173913,0.8997305335702408,False,False,False,-0.07678607421921636,-0.028209764661608388,0.10407803403585662,-0.021145491930287988,-0.06092158068014766,-0.036407759903024244,-0.41615608085353833,-0.05851800563780518,0.03256957913316055,-0.06493816251559541
Aaron Hernandez,45.75451495920217,44.92586582048958,34.87459655485039,2550.356908431551,49841.07938349953,561581.0470625567,3.6337262012692655,9.393472348141433,16.165911151405258,29.772438803263825,1.8856431498899229,False,False,False,0.0938648881944038,-0.19949379100063355,-0.27294900219710594,-0.0027212631522296805,-0.19634953450713505,0.17375089340326072,0.4777809013905974,0.3105243245957796,0.054114253193911555,0.10409429825486552
Aaron Jackson,46.21744217687075,44.7830612244898,35.175714285714285,2488.327102040816,52308.05681632653,547406.1056190474,3.454421768707483,9.034013605442176,16.31972789115646,29.785034013605443,2.7764679657206406,False,False,False,0.23598514432534703,-0.24573358795424755,-0.14733736710387005,-0.35588937597398296,0.5245764325152884,-0.197452587156976,-0.1618977797498441,-0.4730860463792505,0.3218300579352531,0.11267958662658084
Aaron Martinez,45.59143246930424,44.731091405184166,35.31213506139155,2549.932619372443,49734.408274215544,560065.7822919508,3.461800818553888,9.229195088676672,16.07980900409277,29.56548431105048,1.0794037107794514,False,False,False,0.043798000031091744,-0.26256129490292457,-0.09042927124267197,-0.005136962555710466,-0.22752208257774525,0.13407019637457615,-0.13557260303012464,-0.04759567344706895,-0.09574528546881647,-0.03697234114872122
Aaron Morgan,44.74978221415608,44.534909255898356,35.21100725952814,2546.4413248638843,49639.31666969147,558812.7443284936,3.5181488203266786,9.130671506352087,16.261343012704174,29.362068965517242,1.7785381147290789,False,False,False,-0.21459153782486984,-0.3260846198028712,-0.1326148592816235,-0.025014727208490444,-0.2553107465659169,0.10125651208790158,0.0654520729577273,-0.26237442751329104,0.22021202374169468,-0.17562658774469242
Aaron Neal,45.97279132791328,44.91476964769647,35.0289701897019,2574.7719918699186,51399.62684281843,532946.0140921408,3.4037940379403793,9.325203252032521,16.13821138211382,29.907859078590786,2.250549299748215,False,False,False,0.16087648795470152,-0.20308670601379192,-0.20855184885328923,0.13628656943713469,0.2591055172126723,-0.5761233792303464,-0.3425150661355293,0.16169953506272203,0.0059032064703786104,0.19640098337764922
Aaron Parker,45.582686567164174,46.56922659430123,35.3033921302578,2558.8014518317505,49036.75546811399,535409.4197964722,3.405698778833107,9.147896879240163,15.780189959294438,30.383989145183175,3.154898197899953,False,False,False,0.04111297784012643,0.3326226158319807,-0.09407639581440526,0.0453579366683155,-0.4313974878376612,-0.5116134286867091,-0.3357197955180306,-0.22482357887444887,-0.6172278875819587,0.5209460932463165
Aaron Price,44.969999999999985,44.79323529411764,36.403930481283425,2563.7895187165773,50171.9926737968,559713.3579679145,3.4171122994652405,9.366310160427808,16.40106951871658,30.71657754010695,2.810048665027259,False,False,False,-0.14698391629346122,-0.24243924780721074,0.3650145429972578,0.07375760887180795,-0.09964658918073516,0.12484115396634532,-0.2950014166089275,0.2513114874536468,0.4634039810105343,0.7476487208373326
Aaron Reyes,45.21506287588846,45.621880809185356,35.159305631492614,2533.8262602515038,50857.62075997813,551788.0168616731,3.5325314379442316,9.328594860579551,16.18042646254784,29.630945872061236,0.9049434005886954,False,False,False,-0.07174876623065006,0.025874247952503024,-0.1541822575742862,-0.09683888435988852,0.10071482656257225,-0.08270215159073295,0.11676287290559513,0.1690931502848284,0.07937794172282354,0.0076483014048153355
Aaron Robinson,46.325079452054794,44.13781369863014,35.172964383561634,2563.7113150684927,51494.746421917815,548012.6919232876,3.5178082191780824,9.313424657534247,16.233972602739726,29.88931506849315,1.9705548364903582,False,False,False,0.26903015990130597,-0.4546632401947044,-0.14848449219926013,0.07331235462361907,0.28690235622404925,-0.18156772807015256,0.06423695914031573,0.13602251651241984,0.17257422215010815,0.18376080747442294
Aaron Thompson,45.40320702402959,45.8102865064695,34.84857670979667,2557.1827634011083,50563.9761737523,557368.1842144178,3.6275415896487986,9.591497227356747,16.196857670979668,30.194085027726434,2.196550777106863,False,False,False,-0.013987862350292514,0.08687957573156531,-0.28380321284984333,0.03614189729048388,0.014902932027662425,0.06342737929321488,0.4557169504429099,0.742213224131116,0.10797622169751922,0.39150152129225546
Aaron Vasquez,45.14483870967742,44.88870967741934,35.87997311827958,2632.6249999999995,49940.34180107526,551206.8975268817,3.370967741935484,8.873655913978494,15.793010752688172,30.056451612903224,3.357099883679906,False,False,False,-0.09330782801741931,-0.21152486394418044,0.14644507883042718,0.4656739864098576,-0.1673420318735327,-0.09792009944294126,-0.45962472948923266,-0.8226614918196966,-0.5949134826194181,0.2976862912332
Aaron Velasquez,46.00006340579709,45.10124094202899,35.82316123188406,2449.9212137681156,51263.44920289855,542452.6428985507,3.3659420289855073,9.27536231884058,16.083333333333332,29.73731884057971,2.2561061890038916,False,False,False,0.1692491101426794,-0.14270773342367468,0.12274592992146341,-0.5745541739434099,0.21931026191778744,-0.3271704142112607,-0.47755424403441143,0.053047644013976485,-0.08961124153876862,0.0801554358564594
Aaron Wallace,45.44764383561644,45.990054794520546,35.99202739726027,2472.1191643835623,49628.01297260275,541849.6078630135,3.4767123287671233,9.312328767123288,15.934246575342465,29.995890410958904,2.2098772640520536,False,False,False,-0.000345607578211448,0.14508813043516885,0.19318866035774881,-0.44816963748387423,-0.2586140312438293,-0.34296227515003563,-0.08237494890226074,0.1336335049528993,-0.34909458162490736,0.2564058863231181
Aaron Washington,45.62761643835617,45.70138356164383,34.49387671232877,2588.4600136986305,48185.521589041084,566065.8346438356,3.53013698630137,9.313698630136987,16.019178082191782,29.393150684931506,2.3244125374143323,False,False,False,0.05490660361546015,0.051617054794231,-0.4317667569483074,0.21421963289146825,-0.680153961758725,0.29119538277759405,0.10822053155308851,0.13661976940229997,-0.20127252571059423,-0.15444031796256372
Aaron White,46.66878378378379,44.07562162162163,34.62294594594594,2460.4234324324325,50375.6082027027,544640.5903783782,3.597297297297297,9.35945945945946,16.60945945945946,28.913513513513514,3.9437277925522998,False,False,False,0.3745485779037019,-0.47480089047734353,-0.3779253659801611,-0.5147595532290661,-0.040143928100833844,-0.26987397153940473,0.3478187308226664,0.23637714398230775,0.8261036506057873,-0.4813759799110268
Aaron Wise,48.503450134770894,46.059083557951496,35.117466307277624,2493.9921563342323,50242.719218328835,574650.1124797842,3.592991913746631,9.40700808625337,16.539083557951482,28.382749326145554,4.414748146791664,False,False,False,0.937797489968715,0.16743948392389796,-0.171635583589872,-0.32363526056959535,-0.07897813805003967,0.5159944638531161,0.33245903205702076,0.3400318688654428,0.7036154146889431,-0.8431614112250214
Abigail Floyd,44.671295081967216,46.597781420765045,36.43870491803278,2512.5075245901635,50177.71731693989,551409.734601093,3.5153005464480875,9.190163934426229,16.12950819672131,29.660655737704918,1.5939935789733908,False,False,False,-0.23868735873132188,0.3418686024088741,0.37952074243958417,-0.2182175904908486,-0.09797367404220413,-0.09260834360719643,0.055290695170504285,-0.13268253774782865,-0.009244561483469303,0.027899472851559057
Abigail Lopez,46.4723537414966,44.54915646258503,35.58157823129252,2537.124176870748,49950.218244897966,543065.826829932,3.4204081632653063,9.323809523809524,16.463945578231293,29.57687074829932,2.2552696234676715,False,False,False,0.3142438758767545,-0.3214714073237077,0.021969281439246282,-0.07806212111601625,-0.16445583408392858,-0.31111278106621637,-0.2832432365197759,0.15866124510026416,0.5728388507078978,-0.029210990233863858
Abigail May,46.117052416609944,45.452157930565,36.19422055820285,2588.4727025187212,49966.10537100067,548313.4659564327,3.4962559564329476,9.206943498978898,16.1715452688904,29.032675289312458,1.6324042739331786,False,False,False,0.20516514088497084,-0.029081626477479132,0.2775337883507162,0.21429187697711227,-0.1598131318052651,-0.17369126745755875,-0.012651954376363198,-0.09610353926477484,0.06392035296551188,-0.40015159537342637
Abigail Orozco,45.47337225274726,44.64267857142857,34.93945054945055,2583.3331456043957,49702.64265796704,550615.966195055,3.5075549450549453,9.171703296703297,16.118818681318682,29.46978021978022,1.4105078015592272,False,False,False,0.007553105422271249,-0.2911891654019864,-0.24589507787095677,0.1850296928468153,-0.23680496344535645,-0.1133949970303719,0.027657825123649213,-0.17292623043387634,-0.027849508012296072,-0.1022072359716478
Abigail Smith,45.86146430195544,45.274388358344694,35.329276944065484,2563.5449158708507,50275.95026830377,559044.9872760347,3.530695770804911,9.155525238744884,16.08412914961346,29.982264665757164,1.1993427952506217,False,False,False,0.126698706135982,-0.08664300163105328,-0.0832785136135161,0.07236495700905768,-0.06926701280034568,0.10733832842600614,0.11021402680114219,-0.20819396075321994,-0.08822613484488506,0.24711815323541367
Abigail Vargas,45.84608181818184,45.676027272727275,35.647918181818184,2537.121145454545,50674.41038181818,542660.9590909089,3.502727272727273,9.101818181818182,16.082727272727272,29.341818181818184,1.2778007436796845,False,False,False,0.12197623044132497,0.04340674725622637,0.04964307412367609,-0.07807938055308272,0.04717517221229123,-0.32171517505076247,0.010434831673782506,-0.3252738973442226,-0.09066608123395287,-0.1894301537903629
Adam Blankenship,46.437363387978145,46.12564207650272,35.40331967213114,2560.967636612022,49781.15882513661,539055.2113797815,3.398907103825137,9.510928961748634,16.229508196721312,29.647540983606557,2.3428655709401323,False,False,False,0.3035017163874093,0.18899097785023364,-0.052391497719739916,0.05769115895910742,-0.2138601472543323,-0.4161399813701901,-0.35994947935663785,0.5665765765762405,0.1648039882220909,0.0189600472441509
Adam Bradley,43.60360000000001,43.16730666666666,36.415813333333325,2570.1791199999993,51994.96050666668,555815.4688266667,3.56,9.394666666666666,16.032,30.224,3.390074236209319,False,False,False,-0.5664734398417295,-0.7689111660815978,0.36997148947555636,0.1101369490350666,0.4330801517592786,0.022765951621739552,0.21475851806402643,0.3131279067915895,-0.17895616372095283,0.41189249981778153
Adam Case,46.1529689608637,46.031430499325246,34.8351282051282,2595.31657219973,50245.23371120108,583696.8666666667,3.4898785425101213,9.226720647773279,16.105263157894736,29.771929824561404,1.992079578120407,False,False,False,0.21619164413183106,0.1584854876811849,-0.28941327326082844,0.25325760458900726,-0.07824332662397158,0.7529045530642005,-0.03540373841736599,-0.05298988792549108,-0.05144269993667155,0.10374736248985479
Adam Cisneros,46.77137883959044,45.089904436860074,35.56125597269624,2537.8298361774746,51118.870389078504,548518.8006348122,3.4784982935153583,9.277815699658703,16.30307167235495,29.60682593856655,1.4213664913201278,False,False,False,0.40604561470020467,-0.14637846750267414,0.013491826047487214,-0.07404443381127424,0.1770599276515641,-0.168314106105751,-0.07600341888266328,0.05839594807411931,0.29284015067543817,-0.008792597868951665
Adam Cunningham,46.09674324324324,46.61041891891892,35.61685135135135,2590.46468918919,50496.67047297297,571388.9758243241,3.5081081081081082,9.29864864864865,16.451351351351352,29.74054054054054,2.0092802003863883,False,False,False,0.1989301544540147,0.3459605949987878,0.03668350724294911,0.22563329836966,-0.004765844335994199,0.4305940915190441,0.029631265530266054,0.10381121538387635,0.5509187814767336,0.08235144707506234
Adam Davis,46.582663043478256,44.400366847826085,35.88608695652174,2625.0648233695647,49290.077989130434,558066.6680978262,3.417119565217391,9.407608695652174,15.947010869565217,29.74320652173913,2.7758353451511417,False,False,False,0.34810921291658814,-0.3696491394694635,0.1489954740399344,0.422629948897456,-0.3573689292451894,0.08171878809160107,-0.29497549562813086,0.3413411811672485,-0.3268785126500577,0.0841686630454722
Adam Espinoza,46.873232876712315,45.69734246575343,35.11024657534248,2516.8895342465744,51446.11221917808,564501.3719178083,3.350684931506849,9.2,16.364383561643837,28.54794520547945,3.151792150838656,False,False,False,0.43731515619883143,0.050308557318123906,-0.17464730372573567,-0.19326851889496346,0.27268996045019395,0.25022632400423417,-0.5319848002328273,-0.11124017989802788,0.39955260477982446,-0.7305587453358943
Adam Gentry,46.20989304812834,43.67828877005347,36.06786096256683,2429.711310160428,49591.43064171122,589646.6476470587,3.446524064171123,9.06951871657754,15.537433155080214,28.70855614973262,5.17616714471449,False,False,False,0.23366753570462412,-0.6034563462131011,0.22482272622885585,-0.6896197195695949,-0.269304502880488,0.9087132678510906,-0.19007328634316276,-0.3956858610356705,-1.0397425846283759,-0.6210813142595263
Adam Hayes,43.89238605898124,45.25809651474531,34.85836461126006,2508.251983914209,49038.016085790885,545886.6252815014,3.64343163538874,9.420911528150134,16.632707774798927,28.493297587131366,4.277294801548128,False,False,False,-0.4778151214214862,-0.09191826280007533,-0.27972017760837603,-0.2424466080714593,-0.4310290969453615,-0.237243678512643,0.5124055852801139,0.3703409974756989,0.8665670062851076,-0.767808267147806
Adam Hicks,45.222112932604745,46.177358834244075,35.627759562841526,2564.3802550091073,50695.62673952639,558824.4088979964,3.477231329690346,8.918943533697632,15.960837887067395,29.456284153005466,1.7672916437738326,False,False,False,-0.06958437444720157,0.20573674405136583,0.041233881202306144,0.07712097938265473,0.05337523833124127,0.10156197569887569,-0.08052338382194253,-0.7239357014210439,-0.30281278921998256,-0.11140657619721847
Adam Hunter,45.822075782537084,45.319500274574416,35.80812740252608,2599.6837342119716,50220.22045030204,556879.6295661723,3.57111477210324,9.256452498627128,16.077429983525537,29.72158154859967,1.1529754500730092,False,False,False,0.11460629451121643,-0.0720358677916492,0.11647454934898721,0.2781221407852786,-0.08555296353514488,0.05063345089531813,0.2544110947382107,0.011824745604932945,-0.09988593626328195,0.069428406598989
Adam Jones,44.83257018261105,45.5670918506405,35.953584082856366,2529.6991605342055,50500.016391387304,558113.1247642408,3.6116107931316437,9.201962387571545,15.964022894521667,29.946579449441266,1.6074295770055527,False,False,False,-0.1891753453170345,0.00813371025707765,0.17715198404903706,-0.12033662042251686,-0.003788065035569485,0.0829353628716141,0.3988829349084694,-0.10696222788220508,-0.2972693299378081,0.22279399632422048
Adam Lane,45.19794871794874,44.77322537112012,34.57391363022943,2588.982995951416,51102.54373819162,553070.6509311742,3.56140350877193,9.15519568151147,15.98515519568151,29.07962213225371,2.2202180259241513,False,False,False,-0.07700287188057785,-0.24891841446137353,-0.39837925732654383,0.21719724423676284,0.1722887828400057,-0.049113425120053025,0.21976561480653284,-0.20891238663985645,-0.2604888662496898,-0.3681511623627555
Adam Larson,43.18991957104558,46.81849865951742,35.23608579088473,2658.2937533512068,47984.72949061661,536310.9629758715,3.4316353887399464,9.396782841823056,16.656836461126005,29.83646112600536,4.684847138704002,False,False,False,-0.693474761594759,0.4133363323696654,-0.1221533188057413,0.6118196171479049,-0.7388315304307826,-0.4880044446635961,-0.24318947609748645,0.3177411115975001,0.9085626349003901,0.14773391109617573
Adam Lewis,46.23375848032564,46.25778833107191,35.30947082767978,2527.6550203527827,52025.50270013569,534154.2192130258,3.4925373134328357,9.367706919945727,16.23202170963365,29.78968792401628,2.2480841973370636,False,False,False,0.24099430589030763,0.23177962857033554,-0.0915406596416405,-0.1319749790152987,0.4420055112168232,-0.5444837461573964,-0.025918423118702287,0.2543563855573348,0.16917872099267545,0.11585183717654932
Adam Malone,44.78801075268817,45.176747311827945,35.608118279569894,2512.1186559139783,48557.53712365591,549202.186908602,3.567204301075269,9.10752688172043,16.002688172043012,29.408602150537636,2.223614506526406,False,False,False,-0.20285524434215935,-0.11825894601760431,0.03304049551226093,-0.2204316231389392,-0.5714396883848414,-0.15041806297860125,0.24046026868181317,-0.3128290854178405,-0.22997297517227894,-0.1439081168800673
Adam Mann,46.0299320652174,46.559850543478255,35.885122282608684,2540.8900135869567,50646.99520380435,554536.6677173915,3.6426630434782608,9.206521739130435,16.063858695652176,29.226902173913043,1.7610595004169665,False,False,False,0.17841889183855994,0.32958667232298,0.14859305912002002,-0.056621244162757434,0.03916362194121036,-0.010722399959748493,0.5096635902685789,-0.09702296436717849,-0.12350656598323363,-0.2677604904526992
Adam Martin,45.51638586956523,45.08710597826087,33.780896739130434,2596.9681929347826,50139.16377717391,547817.0086820654,3.3777173913043477,9.158967391304348,16.20788043478261,30.158967391304348,2.586784318199104,False,False,False,0.02075843448042153,-0.14728460190615214,-0.7291872375199262,0.2626611447906552,-0.10924019296859491,-0.18669214431684114,-0.4355449744896041,-0.20069016094626818,0.12716118223400796,0.3675642445466326
Adam Martinez,45.95379654859219,45.189763851044496,34.74373297002723,2529.9005812897367,50791.36417801998,557824.9762397821,3.514078110808356,9.155313351498638,16.18801089918256,29.620345140781108,1.2251466587440722,False,False,False,0.15504502503951645,-0.1140442208107699,-0.32753890899747823,-0.1191898267719612,0.0813526346818634,0.07538953027515119,0.05092958704489678,-0.2086558692392655,0.0925785436888953,0.00042251219427442364
Adam Mathews,46.90378231292516,44.499768707482986,35.76921088435375,2466.519959183674,52286.82131972791,562185.4695510205,3.4625850340136055,9.172789115646259,16.17142857142857,29.327891156462584,2.6383706991806704,False,False,False,0.44669393872341756,-0.3374630478722863,0.10024047550106667,-0.48004883957729966,0.5183707734294591,0.18957908799163284,-0.13277487012505998,-0.1705591744031445,0.06371724272565228,-0.19892324883165155
Adam Miller,44.623000000000005,46.39089189189191,35.7804054054054,2555.614486486486,50872.514243243255,570093.293945946,3.518918918918919,9.156756756756756,15.962162162162162,30.05945945945946,2.036199532559095,False,False,False,-0.2535141158479424,0.2748782528340083,0.10491028384928325,0.027212877025125704,0.10506715613088166,0.39666367812936604,0.06819944314146581,-0.20550928467913415,-0.30050790762342894,0.2997365332984584
Adam Morales,44.43952380952381,45.15379591836735,34.75806802721088,2576.476081632653,48546.00685714286,552211.406585034,3.4272108843537414,9.029931972789116,16.198639455782313,30.014965986394557,2.6709480870413436,False,False,False,-0.30984194058836273,-0.12569055398505416,-0.3215590221046426,0.14598884324067932,-0.5748091835514114,-0.07161471679805079,-0.25897414516579015,-0.4819838955550155,0.11107739230539748,0.26940839374693987
Adam Robinson,45.453301500682116,46.14848567530695,35.61290586630287,2595.390504774897,51573.483860845845,552822.1556207367,3.4583901773533423,9.15961800818554,16.140518417462484,29.00682128240109,1.6267330166100886,False,False,False,0.0013913151550997193,0.19638768215797894,0.035037643258938544,0.2536785413864445,0.30991183476435813,-0.05562084700288135,-0.1477402579722665,-0.19927183368065535,0.009918568035923728,-0.4177744931955418
Adam Smith,45.12796276013144,45.428828039430456,35.55910733844469,2552.4257338444686,51056.35681818183,551389.8209857611,3.515881708652793,9.221796276013144,16.13472070098576,29.752464403066814,0.6204394480768163,False,False,False,-0.09848880286700178,-0.0366357911138395,0.012595520603168549,0.009057641367242806,0.15879155764095268,-0.09312982747724882,0.057364024130214526,-0.0637248856412276,-0.0001722734078553295,0.09047912382806471
Adam Torres,47.02903743315508,44.080748663101595,34.95141711229946,2534.9195187165774,50965.399278074874,532571.1736631014,3.5775401069518717,9.48663101604278,16.1951871657754,30.390374331550802,3.4292652122511402,False,False,False,0.4851476936321063,-0.47314076633815433,-0.24090321132897227,-0.09061439243572653,0.13221099322758378,-0.5859394389628432,0.2773338393861556,0.5136077098141785,0.10506873161673716,0.5252984355086829
Adam Trevino,43.75070175438598,47.66500674763832,34.78174089068826,2539.0367881241564,50852.30732793522,546677.5057085019,3.6626180836707154,9.263157894736842,16.156545209176787,30.05263157894737,2.843489651149765,False,False,False,-0.5213126927248628,0.6874336878522836,-0.3116838577288965,-0.06717262546495938,0.09916207983584095,-0.21653265347035142,0.5808543221988425,0.02644232840069688,0.03781296657899877,0.29508243689403235
Adam White,45.691563342318055,46.995822102425876,34.80199460916442,2476.3360916442043,50084.1252560647,548610.2828571427,3.450134770889488,9.358490566037736,16.444743935309972,30.428571428571427,3.0661401026143253,False,False,False,0.07453852419168838,0.4707532518868476,-0.30323499393330056,-0.4241604662611506,-0.12532412568972853,-0.16591843346937302,-0.1771918863766952,0.2342649824365028,0.5394186696836997,0.5513347686853388
Adrian Brown,46.78299734748011,46.77220159151194,34.20657824933688,2452.1522281167113,50223.11480106101,575440.5468435014,3.40053050397878,9.456233421750664,15.976127320954907,30.007957559681696,3.8851571139474737,False,False,False,0.409612536786695,0.3983454491341961,-0.5516136673001159,-0.5618518430315813,-0.08470714606148326,0.5366938077012418,-0.3541579077016106,0.4473417735314073,-0.27620175128057817,0.2646312314185643
Adrian Carroll,45.30506849315067,46.688712328767124,36.67852054794521,2535.0479178082196,48463.843013698635,561672.8545479453,3.372602739726027,9.520547945205479,16.156164383561645,30.904109589041095,3.713811120982599,False,False,False,-0.044116730588089535,0.37131181950834646,0.4795601300498452,-0.08988334928853907,-0.5988199618832689,0.17615508380175673,-0.45379178261012054,0.5875457012619265,0.03715014511893633,0.8754764168717697
Adrian Castillo,45.01873741994511,45.80015553522415,35.600283623055816,2555.5746660567243,49941.9652241537,550182.608892955,3.5123513266239708,9.209515096065873,16.16742909423605,30.73284537968893,1.5147503544923575,False,False,False,-0.13202135988848948,0.08359919074081372,0.029772258825222414,0.026986158503031737,-0.16686761818934698,-0.12474345582343388,0.04476918702633601,-0.09049752692469158,0.05675621067626275,0.758737387894729
Adrian Davis,48.17967741935484,45.522338709677435,35.27594086021506,2548.900913978495,48860.0094623656,548089.6665860215,3.475806451612903,8.99731182795699,16.11021505376344,30.897849462365592,3.176629117886593,False,False,False,0.8383981470765808,-0.006357252983152447,-0.10552772717759576,-0.011011000670120058,-0.4830480556199103,-0.17955196928655062,-0.08560671676771624,-0.553094932112966,-0.042823996994263126,0.871209319197738
Adrian Fitzgerald,45.51527027027027,46.870918918918925,36.284189189189185,2470.998324324323,50319.60454054054,578005.7913783783,3.645945945945946,9.62972972972973,16.72972972972973,29.937837837837836,4.479924191395793,False,False,False,0.020415941640322264,0.4303098907766041,0.31506431441064303,-0.45455116584143507,-0.056509904442493035,0.6038706425142317,0.5213755300730668,0.8255590488642277,1.0354323117381496,0.21683544109461952
Adrian Goodwin,44.72269901853872,44.380218102508174,35.736030534351144,2526.2373336968376,51280.458516902945,546867.3569956379,3.5654307524536533,9.198473282442748,15.929116684841876,29.53380588876772,2.026656993363401,False,False,False,-0.2229061725040928,-0.3761732564689734,0.08639925132328269,-0.14004661021947887,0.224280901690911,-0.2115609603699201,0.23413303389456006,-0.11456838302484,-0.35802308164266566,-0.05856534222467655
Adrian Green,47.85256064690028,48.14741239892183,36.42288409703505,2471.5107277628035,50901.97822102424,569625.4379245283,3.536388140161725,9.471698113207546,16.064690026954178,29.549865229110512,3.6855064579826804,False,False,False,0.7379721671134568,0.8436355188119822,0.37292106732799185,-0.4516337852158767,0.11367742811449823,0.3844117909350902,0.13052187569649096,0.48105438410402307,-0.1220596459088499,-0.04761879475442024
